policy number,Policy Effective Date,Vehicle number,Unique_ID,Rate Class,Driver Record,Territory (categorical),Territory,BI Limit,Blend Min & Maj Market Convictions for Model,# Criminal Code Convictions W/I 4 Years,# At-Fault Claims w/I 3 yrs for Market Principal,
A00-033903,2022-12-01 0:01,2,033903-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033904,2022-11-29 0:01,2,033904-2-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-033905,2022-11-29 0:01,1,033905-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-033906,2022-12-01 0:01,1,033906-1-1,1,7,Calgary,1,2000000,0,0,0,
A00-033907,2022-11-29 0:01,1,033907-1-2,2,4,Rest of Alberta,3,1000000,0,0,0,
A00-033908,2022-12-01 0:01,1,033908-1-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-033909,2022-12-02 0:01,1,033909-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-033911,2022-11-29 0:01,1,033911-1-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-033913,2022-12-02 0:01,1,033913-1-1,1,5,Calgary,1,1000000,0,0,0,
A00-033915,2022-12-03 0:01,1,033915-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-033916,2022-12-02 0:01,2,033916-2-3,3,0,Edmonton,1A,1000000,0,0,1,
A00-033917,2022-12-02 0:01,1,033917-1-18,18,3,Edmonton,1A,0,0,0,0,
A00-033918,2022-12-02 0:01,4,033918-4-1,1,6,Rest of Alberta,3,2000000,0,0,0,
A00-033918,2022-12-02 0:01,5,033918-5-2,2,6,Rest of Alberta,3,2000000,0,0,0,
A00-033919,2022-12-07 0:01,3,033919-3-2,2,8,Rest of Alberta,3,1000000,0,0,0,
A00-033920,2022-12-10 0:01,2,033920-2-7,7,7,Calgary,1,1000000,0,0,0,
A00-033921,2022-12-02 0:01,3,033921-3-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-033922,2022-12-03 0:01,1,033922-1-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-033924,2022-12-05 0:01,1,033924-1-1,1,6,Calgary,1,1000000,0,0,0,
A00-033926,2022-12-02 0:01,1,033926-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033927,2022-12-02 0:01,1,033927-1-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-033928,2022-12-02 0:01,1,033928-1-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-033931,2022-12-30 0:01,1,033931-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-033932,2022-12-03 0:01,1,033932-1-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-033932,2022-12-03 0:01,4,033932-4-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-033932,2022-12-03 0:01,7,033932-7-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-033932,2022-12-03 0:01,8,033932-8-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-033933,2022-12-03 0:01,3,033933-3-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-033934,2022-12-03 0:01,1,033934-1-2,2,8,Edmonton,1A,1000000,0,0,0,
A00-033935,2022-12-03 0:01,1,033935-1-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-033936,2022-12-04 0:01,2,033936-2-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-033937,2022-12-05 0:01,12,033937-12-7,7,7,Calgary,1,1000000,3,0,0,
A00-033937,2022-12-05 0:01,13,033937-13-1,1,7,Rest of Alberta,3,1000000,3,0,0,
A00-033938,2022-12-03 0:01,5,033938-5-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-033939,2022-12-04 0:01,1,033939-1-1,1,5,Edmonton,1A,0,0,0,0,
A00-033940,2022-12-04 0:01,2,033940-2-1,1,0,Edmonton,1A,1000000,0,0,2,
A00-033940,2022-12-04 0:01,3,033940-3-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-033941,2022-12-20 0:01,1,033941-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-033942,2022-12-04 0:01,1,033942-1-2,2,7,Edmonton,1A,1000000,0,0,0,
A00-033944,2022-12-09 0:01,1,033944-1-2,2,7,Edmonton,1A,2000000,0,0,0,
A00-033944,2022-12-09 0:01,2,033944-2-1,1,3,Edmonton,1A,2000000,0,0,0,
A00-033946,2022-12-04 0:01,3,033946-3-3,3,1,Edmonton,1A,1000000,0,0,0,
A00-033948,2022-12-06 0:01,3,033948-3-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-033949,2022-01-16 0:01,1,033949-1-1,1,7,Edmonton,1A,2000000,0,0,0,
A00-033949,2022-01-16 0:01,2,033949-2-3,3,1,Edmonton,1A,2000000,0,0,0,
A00-033951,2022-12-05 0:01,1,033951-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033952,2022-12-08 0:01,2,033952-2-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-033954,2022-12-05 0:01,1,033954-1-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-033956,2022-12-05 0:01,1,033956-1-13,13,8,Calgary,1,1000000,0,0,0,
A00-033957,2022-12-05 0:01,1,033957-1-1,1,6,Rest of Alberta,3,1000000,1,0,0,
A00-033957,2022-12-05 0:01,2,033957-2-2,2,9,Rest of Alberta,3,1000000,2,0,0,
A00-033957,2022-12-05 0:01,4,033957-4-1,1,6,Rest of Alberta,3,1000000,1,0,0,
A00-033957,2022-12-05 0:01,6,033957-6-2,2,6,Rest of Alberta,3,1000000,1,0,0,
A00-033958,2022-12-05 0:01,1,033958-1-12,12,3,Edmonton,1A,1000000,0,0,0,
A00-033960,2022-01-01 0:01,1,033960-1-1,1,6,Calgary,1,1000000,0,0,0,
A00-033961,2022-12-31 0:01,2,033961-2-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-033962,2022-12-13 0:01,4,033962-4-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-033963,2022-12-09 0:01,1,033963-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-033964,2022-12-05 0:01,1,033964-1-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-033965,2022-12-05 0:01,1,033965-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033966,2022-12-17 0:01,1,033966-1-1,1,8,Calgary,1,1000000,0,0,0,
A00-033967,2022-12-06 0:01,2,033967-2-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-033968,2022-12-05 0:01,1,033968-1-2,2,3,Edmonton,1A,1000000,0,0,0,
A00-033969,2022-12-07 0:01,1,033969-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-033971,2022-12-06 0:01,1,033971-1-1,1,2,Edmonton,1A,1000000,0,0,1,
A00-033971,2022-12-06 0:01,2,033971-2-7,7,8,Edmonton,1A,1000000,0,0,0,
A00-033972,2022-01-01 0:01,2,033972-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033973,2022-12-06 0:01,1,033973-1-1,1,8,Rest of Alberta,3,1000000,0,0,0,
A00-033973,2022-12-06 0:01,2,033973-2-1,1,8,Rest of Alberta,3,1000000,0,0,0,
A00-033974,2022-12-06 0:01,1,033974-1-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-033975,2022-01-19 0:01,2,033975-2-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-033977,2022-12-06 0:01,2,033977-2-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-033977,2022-12-06 0:01,3,033977-3-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-033978,2022-12-07 0:01,1,033978-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-033978,2022-12-07 0:01,2,033978-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033980,2022-12-06 0:01,2,033980-2-7,7,3,Edmonton,1A,1000000,0,0,0,
A00-033981,2022-12-06 0:01,1,033981-1-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-033982,2022-12-10 0:01,1,033982-1-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-033984,2022-12-06 0:01,2,033984-2-7,7,3,Calgary,1,1000000,0,0,0,
A00-033987,2022-12-09 0:01,1,033987-1-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-033988,2022-01-08 0:01,1,033988-1-2,2,7,Edmonton,1A,1000000,0,0,0,
A00-033989,2022-12-09 0:01,1,033989-1-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-033990,2022-12-10 0:01,2,033990-2-2,2,9,Calgary,1,1000000,0,0,0,
A00-033991,2022-12-09 0:01,1,033991-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-033992,2022-01-03 0:01,1,033992-1-2,2,5,Edmonton,1A,1000000,0,0,0,
A00-033993,2022-12-09 0:01,1,033993-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-033994,2022-12-22 0:01,1,033994-1-2,2,7,Edmonton,1A,1000000,0,0,0,
A00-033995,2022-12-18 0:01,1,033995-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033996,2022-12-09 0:01,1,033996-1-2,2,8,Calgary,1,1000000,0,0,0,
A00-033997,2022-12-10 0:01,1,033997-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033997,2022-12-10 0:01,2,033997-2-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-033998,2022-12-12 0:01,1,033998-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-033999,2022-12-09 0:01,3,033999-3-1,1,9,Rest of Alberta,3,2000000,0,0,0,
A00-034000,2022-12-09 0:01,1,034000-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-034001,2022-12-12 0:01,1,034001-1-1,1,5,Edmonton,1A,1000000,0,0,1,
A00-034002,2022-12-29 0:01,1,034002-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-034005,2022-12-17 0:01,1,034005-1-2,2,7,Rest of Alberta,3,1000000,0,0,0,
A00-034006,2022-12-10 0:01,2,034006-2-1,1,2,Edmonton,1A,1000000,0,0,1,
A00-034007,2022-12-10 0:01,3,034007-3-6,6,1,Edmonton,1A,1000000,0,0,0,
A00-034007,2022-12-10 0:01,3,034007-3-1,1,2,Edmonton,1A,1000000,0,0,1,
A00-034010,2022-12-15 0:01,1,034010-1-19,19,5,Edmonton,1A,1000000,0,0,0,
A00-034012,2022-12-10 0:01,3,034012-3-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-034014,2022-12-13 0:01,1,034014-1-2,2,8,Edmonton,1A,1000000,0,0,0,
A00-034017,2022-12-18 0:01,1,034017-1-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-034018,2022-12-11 0:01,2,034018-2-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-034018,2022-12-11 0:01,4,034018-4-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-034019,2022-01-11 0:01,2,034019-2-3,3,7,Edmonton,1A,1000000,0,0,0,
A00-034020,2022-12-12 0:01,1,034020-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-034021,2022-12-11 0:01,3,034021-3-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-034022,2022-12-15 0:01,1,034022-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-034024,2022-12-11 0:01,1,034024-1-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-034024,2022-12-11 0:01,3,034024-3-2,2,3,Edmonton,1A,1000000,0,0,0,
A00-034027,2022-01-01 0:01,1,034027-1-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-034027,2022-01-01 0:01,2,034027-2-1,1,9,Edmonton,1A,0,0,0,0,
A00-034028,2022-12-12 0:01,3,034028-3-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-034029,2022-01-06 0:01,1,034029-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-034029,2022-01-06 0:01,2,034029-2-1,1,5,Edmonton,1A,0,0,0,0,
A00-034030,2022-12-15 0:01,1,034030-1-1,1,6,Rest of Alberta,3,1000000,0,0,0,
A00-034030,2022-12-15 0:01,2,034030-2-1,1,6,Rest of Alberta,3,1000000,0,0,0,
A00-034032,2022-12-12 0:01,1,034032-1-2,2,8,Calgary,1,1000000,0,0,0,
A00-034033,2022-12-18 0:01,2,034033-2-2,2,6,Edmonton,1A,1000000,0,0,1,
A00-034034,2022-12-13 0:01,2,034034-2-1,1,6,Rest of Alberta,3,1000000,0,0,0,
A00-034034,2022-12-13 0:01,3,034034-3-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-034034,2022-12-13 0:01,4,034034-4-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-034035,2022-12-31 0:01,2,034035-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-034037,2022-12-31 0:01,1,034037-1-3,3,6,Calgary,1,1000000,0,0,0,
A00-034038,2022-12-31 0:01,1,034038-1-3,3,6,Calgary,1,0,0,0,0,
A00-034039,2022-12-12 0:01,1,034039-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-034040,2022-12-12 0:01,1,034040-1-2,2,9,Rest of Alberta,3,1000000,0,0,0,
A00-034040,2022-12-12 0:01,2,034040-2-2,2,9,Rest of Alberta,3,1000000,0,0,0,
A00-034042,2022-12-12 0:01,1,034042-1-2,2,9,Calgary,1,1000000,0,0,0,
A00-034044,2022-12-12 0:01,1,034044-1-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-034045,2022-12-17 0:01,1,034045-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-034046,2022-12-13 0:01,1,034046-1-1,1,6,Calgary,1,0,0,0,0,
A00-034048,2022-12-13 0:01,1,034048-1-12,12,3,Edmonton,1A,0,0,0,0,
A00-034049,2022-12-14 0:01,1,034049-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-034049,2022-12-14 0:01,4,034049-4-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-034051,2022-12-15 0:01,8,034051-8-2,2,8,Calgary,1,1000000,0,0,0,
A00-034051,2022-12-15 0:01,9,034051-9-1,1,9,Calgary,1,1000000,0,0,0,
A00-034051,2022-12-15 0:01,10,034051-10-1,1,9,Calgary,1,0,0,0,0,
A00-034052,2022-12-13 0:01,1,034052-1-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-034053,2022-12-31 0:01,1,034053-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-034053,2022-12-31 0:01,2,034053-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-034054,2022-01-01 0:01,1,034054-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-034054,2022-01-01 0:01,3,034054-3-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-034055,2022-12-15 0:01,1,034055-1-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-034056,2022-12-16 0:01,1,034056-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-034057,2022-12-16 0:01,1,034057-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-034058,2022-12-13 0:01,3,034058-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-034059,2022-12-13 0:01,1,034059-1-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-034059,2022-12-13 0:01,2,034059-2-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-034060,2022-12-13 0:01,3,034060-3-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-034061,2022-12-18 0:01,2,034061-2-11,11,1,Edmonton,1A,1000000,0,0,0,
A00-034061,2022-12-18 0:01,3,034061-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-034063,2022-12-13 0:01,3,034063-3-2,2,6,Rest of Alberta,3,1000000,0,0,0,
A00-034065,2022-12-13 0:01,1,034065-1-2,2,9,Calgary,1,1000000,0,0,0,
A00-034066,2022-12-13 0:01,3,034066-3-2,2,8,Calgary,1,1000000,0,0,0,
A00-034069,2022-12-30 0:01,2,034069-2-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-034070,2022-12-16 0:01,1,034070-1-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-034072,2022-12-16 0:01,1,034072-1-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-034073,2022-12-16 0:01,1,034073-1-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-034074,2022-12-29 0:01,3,034074-3-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-034075,2022-12-16 0:01,3,034075-3-3,3,3,Edmonton,1A,1000000,0,0,0,
A00-034076,2022-12-29 0:01,1,034076-1-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-034078,2022-01-01 0:01,1,034078-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-034079,2022-12-20 0:01,3,034079-3-3,3,9,Edmonton,1A,1000000,0,0,0,
A00-034080,2022-12-29 0:01,1,034080-1-2,2,5,Edmonton,1A,0,0,0,0,
A00-034081,2022-01-05 0:01,1,034081-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-034081,2022-01-05 0:01,2,034081-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-034084,2022-12-17 0:01,1,034084-1-2,2,9,Edmonton,1A,2000000,0,0,0,
A00-034084,2022-12-17 0:01,2,034084-2-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-034086,2022-01-01 0:01,1,034086-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-034087,2022-12-19 0:01,1,034087-1-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-034088,2022-12-17 0:01,2,034088-2-1,1,3,Edmonton,1A,1000000,0,0,1,
A00-034089,2022-12-23 0:01,1,034089-1-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-034090,2022-01-18 0:01,2,034090-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-034091,2022-12-17 0:01,2,034091-2-2,2,7,Calgary,1,1000000,0,0,0,
A00-034092,2022-12-17 0:01,1,034092-1-1,1,2,Edmonton,1A,1000000,0,0,1,
A00-034093,2022-01-02 0:01,2,034093-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-034094,2022-12-17 0:01,1,034094-1-2,2,5,Calgary,1,1000000,0,0,0,
A00-034095,2022-12-17 0:01,3,034095-3-3,3,1,Edmonton,1A,1000000,0,0,0,
A00-034096,2022-12-22 0:01,1,034096-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-034096,2022-12-22 0:01,2,034096-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-034097,2022-12-19 0:01,1,034097-1-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-034097,2022-12-19 0:01,2,034097-2-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-034098,2022-12-18 0:01,2,034098-2-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-034099,2022-12-18 0:01,1,034099-1-3,3,1,Edmonton,1A,1000000,0,0,0,
A00-034099,2022-12-18 0:01,2,034099-2-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-034102,2022-12-20 0:01,1,034102-1-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-034103,2022-12-18 0:01,1,034103-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-034103,2022-12-18 0:01,2,034103-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-034104,2022-01-03 0:01,2,034104-2-1,1,8,Edmonton,1A,1000000,0,0,0,
A00-034105,2022-12-18 0:01,1,034105-1-1,1,0,Edmonton,1A,1000000,0,0,1,
A00-034105,2022-12-18 0:01,2,034105-2-1,1,0,Edmonton,1A,1000000,0,0,1,
A00-034106,2022-01-01 0:01,2,034106-2-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-034108,2022-12-18 0:01,1,034108-1-2,2,3,Calgary,1,1000000,0,0,0,
A00-034109,2022-12-18 0:01,1,034109-1-2,2,6,Calgary,1,1000000,0,0,0,
A00-034111,2022-12-18 0:01,1,034111-1-11,11,3,Edmonton,1A,1000000,0,0,0,
A00-034114,2022-12-18 0:01,2,034114-2-1,1,9,Northern Region,2,1000000,0,0,0,
A00-034115,2022-12-24 0:01,1,034115-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-034116,2022-12-18 0:01,1,034116-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-034116,2022-12-18 0:01,2,034116-2-1,1,1,Edmonton,1A,0,2,0,1,
A00-034116,2022-12-18 0:01,3,034116-3-1,1,1,Edmonton,1A,1000000,2,0,1,
A00-034117,2022-12-19 0:01,1,034117-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-034118,2022-12-19 0:01,5,034118-5-2,2,2,Calgary,1,1000000,0,0,1,
A00-034119,2022-12-19 0:01,1,034119-1-2,2,4,Edmonton,1A,1000000,0,0,0,
A00-034120,2022-01-29 0:01,1,034120-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-034121,2022-12-20 0:01,1,034121-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-034125,2022-12-20 0:01,2,034125-2-2,2,9,Calgary,1,1000000,0,0,0,
A00-034126,2022-12-19 0:01,2,034126-2-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-034127,2022-12-19 0:01,1,034127-1-7,7,6,Edmonton,1A,1000000,0,0,0,
A00-034128,2022-01-05 0:01,1,034128-1-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-034128,2022-01-05 0:01,2,034128-2-1,1,9,Edmonton,1A,1000000,1,0,0,
A00-034129,2022-12-23 0:01,3,034129-3-3,3,1,Edmonton,1A,1000000,0,0,0,
A00-034129,2022-12-23 0:01,4,034129-4-2,2,4,Edmonton,1A,1000000,0,0,0,
A00-034131,2022-01-04 0:01,1,034131-1-2,2,8,Edmonton,1A,1000000,0,0,0,
A00-034133,2022-01-01 0:01,2,034133-2-7,7,5,Edmonton,1A,1000000,0,0,0,
A00-034134,2022-12-20 0:01,1,034134-1-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-034135,2022-01-01 0:01,1,034135-1-1,1,9,Calgary,1,2000000,1,0,0,
A00-034136,2022-12-20 0:01,2,034136-2-2,2,9,Rest of Alberta,3,1000000,0,0,0,
A00-034138,2022-12-22 0:01,2,034138-2-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-034139,2022-12-20 0:01,1,034139-1-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-034141,2022-12-20 0:01,2,034141-2-7,7,2,Edmonton,1A,1000000,0,0,1,
A00-034144,2022-12-28 0:01,1,034144-1-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-034145,2022-12-23 0:01,1,034145-1-3,3,9,Edmonton,1A,2000000,0,0,0,
A00-034146,2022-12-23 0:01,1,034146-1-1,1,6,Northern Region,2,2000000,0,0,0,
A00-034146,2022-12-23 0:01,2,034146-2-1,1,9,Northern Region,2,2000000,0,0,0,
A00-034146,2022-12-23 0:01,2,034146-2-5,5,1,Northern Region,2,2000000,0,0,0,
A00-034147,2022-01-20 0:01,1,034147-1-7,7,7,Edmonton,1A,1000000,0,0,0,
A00-034148,2022-12-27 0:01,2,034148-2-1,1,9,Calgary,1,2000000,0,0,0,
A00-034150,2022-12-23 0:01,3,034150-3-2,2,8,Edmonton,1A,1000000,0,0,0,
A00-034151,2022-01-01 0:01,2,034151-2-1,1,6,Edmonton,1A,1000000,1,0,0,
A00-034152,2022-12-30 0:01,1,034152-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-034153,2022-12-23 0:01,1,034153-1-7,7,9,Rest of Alberta,3,1000000,0,0,0,
A00-034154,2022-12-23 0:01,2,034154-2-1,1,8,Edmonton,1A,1000000,0,0,0,
A00-034154,2022-12-23 0:01,3,034154-3-2,2,8,Edmonton,1A,1000000,0,0,0,
A00-034155,2022-12-24 0:01,2,034155-2-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-034156,2022-12-24 0:01,1,034156-1-2,2,8,Edmonton,1A,1000000,0,0,0,
A00-034157,2022-01-01 0:01,1,034157-1-1,1,8,Edmonton,1A,0,0,0,0,
A00-034157,2022-01-01 0:01,2,034157-2-2,2,9,Edmonton,1A,1000000,1,0,0,
A00-034160,2022-12-24 0:01,1,034160-1-3,3,5,Calgary,1,1000000,0,0,0,
A00-034163,2022-12-31 0:01,1,034163-1-2,2,9,Edmonton,1A,2000000,0,0,0,
A00-034164,2022-12-30 0:01,1,034164-1-1,1,1,Calgary,1,0,0,0,1,
A00-034165,2022-12-30 0:01,4,034165-4-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-034165,2022-12-30 0:01,4,034165-4-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-034165,2022-12-30 0:01,5,034165-5-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-034165,2022-12-30 0:01,7,034165-7-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-034165,2022-12-30 0:01,7,034165-7-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-034166,2022-12-31 0:01,2,034166-2-1,1,7,Calgary,1,1000000,0,0,0,
A00-034167,2022-12-30 0:01,1,034167-1-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-034167,2022-12-30 0:01,2,034167-2-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-034168,2022-12-30 0:01,1,034168-1-1,1,1,Edmonton,1A,1000000,0,0,0,
A00-034168,2022-12-30 0:01,2,034168-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-034169,2022-12-30 0:01,1,034169-1-19,19,4,Calgary,1,1000000,0,0,0,
A00-034170,2022-12-31 0:01,1,034170-1-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-034170,2022-12-31 0:01,2,034170-2-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-034172,2022-12-30 0:01,3,034172-3-1,1,3,Calgary,1,1000000,0,0,0,
A00-034172,2022-12-30 0:01,4,034172-4-1,1,3,Calgary,1,1000000,0,0,0,
A00-034173,2022-12-30 0:01,1,034173-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-034174,2022-12-30 0:01,1,034174-1-2,2,6,Calgary,1,1000000,0,0,0,
A00-034175,2022-01-02 0:01,1,034175-1-2,2,7,Edmonton,1A,1000000,0,0,0,
A00-034175,2022-01-02 0:01,2,034175-2-2,2,7,Edmonton,1A,1000000,1,0,0,
A00-034179,2022-12-31 0:01,5,034179-5-1,1,6,Calgary,1,1000000,0,0,0,
A00-034179,2022-12-31 0:01,6,034179-6-1,1,4,Calgary,1,1000000,0,0,0,
A00-034180,2022-01-04 0:01,1,034180-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-034180,2022-01-04 0:01,4,034180-4-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-034181,2022-01-01 0:01,1,034181-1-2,2,5,Rest of Alberta,3,1000000,0,0,0,
A00-034182,2022-12-31 0:01,1,034182-1-2,2,8,Edmonton,1A,1000000,0,0,0,
A00-034184,2022-12-31 0:01,2,034184-2-1,1,7,Calgary,1,1000000,0,0,0,
A00-034185,2022-12-31 0:01,2,034185-2-1,1,8,Edmonton,1A,1000000,0,0,0,
A00-034185,2022-12-31 0:01,3,034185-3-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-034187,2022-01-01 0:01,2,034187-2-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-034191,2022-12-31 0:01,1,034191-1-19,19,1,Edmonton,1A,1000000,0,0,1,
A00-034192,2022-12-31 0:01,3,034192-3-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-034192,2022-12-31 0:01,5,034192-5-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-034193,2022-01-01 0:01,1,034193-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-034193,2022-01-01 0:01,2,034193-2-1,1,9,Calgary,1,1000000,0,0,0,
A00-034194,2022-12-31 0:01,1,034194-1-1,1,3,Edmonton,1A,1000000,0,0,0,
